Source,IID,FID,h_posterior_mode,h_cred_int_lower,h_cred_int_upper,beta_mean,beta_var,beta_shape1,beta_shape2
S0,BR01,01.BR,0.000,0.000,0.006,0.001,2.53E-06,0.65,507.11
S0,BR02,01.BR,0.001,0.000,0.019,0.006,2.54E-05,1.31,224.25
S0,BR03,01.BR,0.000,0.000,0.007,0.002,3.45E-06,0.78,472.86
S0,BR04,01.BR,0.000,0.000,0.006,0.002,2.82E-06,0.81,534.25
S0,BR05,01.BR,0.000,0.000,0.002,0.000,3.97E-07,0.60,1222.04
S0,G0122,02.MH,0.000,0.000,0.002,0.000,4.15E-07,0.30,849.11
S0,G0132,02.MH,0.000,0.000,0.002,0.000,4.67E-07,0.49,1017.62
S0,G0153,02.MH,0.000,0.000,0.003,0.001,7.00E-07,0.91,1139.18
S0,G0185,02.MH,0.023,0.013,0.040,0.025,5.03E-05,11.82,466.38
S0,G0193,02.MH,0.000,0.000,0.004,0.001,1.13E-06,1.06,967.63
S0,G0206,02.MH,0.016,0.007,0.037,0.019,5.97E-05,6.19,312.17
S0,G0248,02.MH,0.000,0.000,0.007,0.002,3.39E-06,0.79,482.48
S0,G0264,02.MH,0.000,0.000,0.002,0.000,3.05E-07,0.64,1451.71
S0,G0300,02.MH,0.000,0.000,0.004,0.001,1.30E-06,0.71,738.84
S0,G0774,02.MH,0.000,0.000,0.003,0.001,5.11E-07,0.52,1006.01
S0,G101,02.MH,0.001,0.000,0.014,0.004,1.46E-05,1.19,283.53
S0,G107,02.MH,0.000,0.000,0.003,0.001,4.81E-07,0.82,1299.24
S0,G111,02.MH,0.000,0.000,0.002,0.000,2.05E-07,0.56,1658.55
S0,G115,02.MH,0.000,0.000,0.007,0.002,3.94E-06,0.97,492.75
S0,G118,02.MH,0.000,0.000,0.003,0.001,5.51E-07,0.75,1167.54
S0,G131,02.MH,0.007,0.002,0.033,0.013,6.64E-05,2.37,185.00
S0,G133,02.MH,0.000,0.000,0.004,0.001,9.77E-07,0.73,864.09
S0,G163,02.MH,0.000,0.000,0.004,0.001,1.19E-06,0.23,435.83
S0,G169,02.MH,0.000,0.000,0.002,0.000,3.10E-07,0.77,1575.61
S0,G183,02.MH,0.000,0.000,0.001,0.000,1.52E-07,0.39,1609.54
S0,MH01,02.MH,0.000,0.000,0.007,0.002,4.18E-06,0.88,457.18
S0,MH02,02.MH,0.000,0.000,0.002,0.001,4.63E-07,0.60,1136.30
S0,MH03,02.MH,0.003,0.001,0.022,0.008,3.30E-05,1.72,224.92
S0,MH04,02.MH,0.000,0.000,0.002,0.001,3.08E-07,0.89,1699.30
S0,MH05,02.MH,0.000,0.000,0.002,0.001,2.86E-07,1.48,2268.30
S0,MH06,02.MH,0.000,0.000,0.006,0.001,2.49E-06,0.67,516.29
S0,MH07,02.MH,0.010,0.004,0.031,0.014,4.95E-05,3.74,268.96
S0,MH08,02.MH,0.000,0.000,0.002,0.001,3.46E-07,1.35,1971.22
S0,MH09,02.MH,0.010,0.004,0.031,0.014,5.25E-05,3.75,260.95
S0,MH10,02.MH,0.000,0.000,0.003,0.001,5.43E-07,0.71,1145.63
S0,W2703,02.MH,0.000,0.000,0.003,0.001,5.57E-07,0.53,972.66
S0,EB01,03.EL,0.000,0.000,0.004,0.001,1.16E-06,0.58,703.62
S0,EB02,03.EL,0.000,0.000,0.002,0.001,4.13E-07,0.92,1489.97
S0,EB03,03.EL,0.000,0.000,0.010,0.003,7.43E-06,1.01,367.30
S0,EB04,03.EL,0.000,0.000,0.002,0.001,4.56E-07,0.66,1201.74
S0,EB05,03.EL,0.000,0.000,0.003,0.000,5.61E-07,0.40,837.34
S0,EB06,03.EL,0.000,0.000,0.002,0.001,4.51E-07,0.88,1392.62
S0,EB07,03.EL,0.000,0.000,0.001,0.000,1.65E-07,0.29,1319.08
S0,EB08,03.EL,0.000,0.000,0.010,0.002,7.82E-06,0.75,307.10
S0,EB09,03.EL,0.000,0.000,0.002,0.001,4.43E-07,0.87,1394.81
S0,EB10,03.EL,0.000,0.000,0.003,0.001,6.32E-07,0.54,924.65
S0,EB11,03.EL,0.000,0.000,0.004,0.001,1.07E-06,0.50,684.10
S0,EB12,03.EL,0.000,0.000,0.002,0.001,3.67E-07,1.06,1699.85
S0,EB13,03.EL,0.000,0.000,0.003,0.001,6.24E-07,0.60,975.42
S0,EB14,03.EL,0.000,0.000,0.004,0.001,1.05E-06,0.77,853.21
S0,EB15,03.EL,0.043,0.030,0.062,0.045,6.33E-05,30.18,644.35
S0,EB16,03.EL,0.000,0.000,0.004,0.001,1.07E-06,0.81,869.86
S0,EL01,03.EL,0.000,0.000,0.003,0.001,6.79E-07,0.57,914.79
S0,EL02,03.EL,0.000,0.000,0.003,0.001,5.28E-07,0.77,1209.67
S0,EL03,03.EL,0.000,0.000,0.003,0.001,6.07E-07,0.60,996.50
S0,EL04,03.EL,0.000,0.000,0.005,0.002,2.10E-06,1.18,747.75
S0,EL05,03.EL,0.000,0.000,0.002,0.000,4.85E-07,0.46,967.72
S0,EL06,03.EL,0.000,0.000,0.004,0.001,1.10E-06,0.69,792.05
S0,EL07,03.EL,0.000,0.000,0.004,0.001,1.26E-06,0.69,738.81
S0,EL08,03.EL,0.000,0.000,0.004,0.001,1.55E-06,0.41,510.32
S0,EL09,03.EL,0.000,0.000,0.002,0.001,4.32E-07,0.70,1274.69
S0,EL10,03.EL,0.000,0.000,0.002,0.000,3.18E-07,0.59,1359.80
S0,G250,04.NL,0.000,0.000,0.003,0.001,5.35E-07,0.60,1056.64
S0,G276,04.NL,0.000,0.000,0.002,0.001,4.05E-07,0.77,1375.81
S0,G294,04.NL,0.000,0.000,0.002,0.000,2.39E-07,0.26,1033.96
S0,NL01,04.NL,0.000,0.000,0.005,0.001,2.04E-06,0.69,580.08
S0,NL02,04.NL,0.033,0.022,0.050,0.035,5.22E-05,22.35,619.93
S0,NL03,04.NL,0.102,0.085,0.123,0.103,9.29E-05,102.19,890.68
S0,NL04,04.NL,0.000,0.000,0.004,0.001,9.65E-07,0.74,876.66
S0,NL05,04.NL,0.072,0.056,0.091,0.073,8.04E-05,61.01,777.02
S0,NL07,04.NL,0.000,0.000,0.004,0.001,1.29E-06,0.86,814.96
S0,NL08,04.NL,0.000,0.000,0.004,0.001,1.05E-06,0.65,784.24
S0,NL09,04.NL,0.000,0.000,0.005,0.001,1.54E-06,0.78,710.94
S0,NL10,04.NL,0.043,0.030,0.061,0.044,6.18E-05,30.35,654.40
S0,NL12,04.NL,0.028,0.018,0.042,0.029,3.63E-05,22.50,752.21
S0,NL13,04.NL,0.000,0.000,0.009,0.002,5.65E-06,0.94,405.11
S0,NL14,04.NL,0.000,0.000,0.002,0.000,3.21E-07,0.71,1482.37
S0,NL15,04.NL,0.000,0.000,0.003,0.001,8.75E-07,0.42,694.18
S0,NL16,04.NL,0.000,0.000,0.003,0.000,7.34E-07,0.33,673.68
S0,NL17,04.NL,0.000,0.000,0.004,0.001,1.22E-06,0.53,657.72
S0,NL18,04.NL,0.000,0.000,0.003,0.001,9.15E-07,0.38,642.41
S0,NL19,04.NL,0.116,0.096,0.139,0.117,0.000118795,101.18,765.67
S0,NL20,04.NL,0.023,0.013,0.040,0.025,4.63E-05,13.19,513.58
S0,NL21,04.NL,0.046,0.034,0.064,0.048,5.96E-05,36.13,723.36
S0,NL38,04.NL,0.000,0.000,0.006,0.001,2.99E-06,0.44,383.41
S0,NL41,04.NL,0.000,0.000,0.002,0.000,4.48E-07,0.49,1044.80
S0,NL42,04.NL,0.145,0.126,0.166,0.145,0.000107398,167.84,987.41
S0,NL51,04.NL,0.002,0.001,0.017,0.006,1.98E-05,1.72,291.77
S0,NL54,04.NL,0.000,0.000,0.014,0.004,1.44E-05,0.92,251.09
S0,NL59,04.NL,0.000,0.000,0.010,0.002,7.49E-06,0.70,303.95
S0,NL62,04.NL,0.000,0.000,0.002,0.000,3.73E-07,0.53,1186.76
S0,NL63,04.NL,0.000,0.000,0.003,0.001,7.72E-07,0.39,712.15
S0,NL64,04.NL,0.000,0.000,0.002,0.000,2.07E-07,0.51,1571.87
S0,W2994,04.NL,0.000,0.000,0.002,0.001,2.89E-07,0.94,1803.74
S0,SV01,05.SV,0.001,0.000,0.013,0.004,1.23E-05,1.28,320.21
S0,SV02,05.SV,0.000,0.000,0.015,0.004,1.67E-05,0.75,210.69
S0,SV03,05.SV,0.000,0.000,0.013,0.004,1.30E-05,0.97,270.76
S0,SV04,05.SV,0.167,0.148,0.188,0.168,0.000106351,220.13,1091.83
S0,SV05,05.SV,0.000,0.000,0.010,0.003,7.31E-06,1.01,370.20
S0,SV06,05.SV,0.000,0.000,0.015,0.004,1.63E-05,0.83,224.11
S0,SV07,05.SV,0.000,0.000,0.010,0.003,8.17E-06,0.90,329.91
S0,SV08,05.SV,0.000,0.000,0.011,0.003,8.10E-06,1.12,370.05
S0,SV09,05.SV,0.000,0.000,0.003,0.001,7.33E-07,0.49,813.61
S0,SV10,05.SV,0.000,0.000,0.002,0.001,4.55E-07,0.89,1393.21
S0,SV11,05.SV,0.000,0.000,0.005,0.001,2.11E-06,0.69,570.79
S0,SV12,05.SV,0.035,0.023,0.054,0.037,6.59E-05,19.86,518.33
S0,SV13,05.SV,0.000,0.000,0.002,0.000,2.02E-07,0.34,1301.46
S0,SV14,05.SV,0.000,0.000,0.008,0.002,4.39E-06,0.70,397.77
S0,SV15,05.SV,0.000,0.000,0.004,0.001,1.27E-06,0.76,768.81
S0,SV16,05.SV,0.000,0.000,0.002,0.000,3.29E-07,0.75,1510.15
S0,SV17,05.SV,0.414,0.386,0.443,0.414,0.000213762,469.78,664.33
S0,SV18,05.SV,0.000,0.000,0.005,0.001,1.88E-06,0.89,686.15
S0,SV19,05.SV,0.000,0.000,0.007,0.002,4.08E-06,0.96,483.40
S0,SV20,05.SV,0.001,0.000,0.011,0.003,8.66E-06,1.28,381.97
S0,SV21,05.SV,0.000,0.000,0.012,0.003,1.02E-05,0.75,269.84
S0,SV22,05.SV,0.000,0.000,0.002,0.001,4.78E-07,0.70,1210.51
S0,SV23,05.SV,0.000,0.000,0.002,0.000,4.64E-07,0.35,871.90
S0,SV24,05.SV,0.000,0.000,0.003,0.001,6.34E-07,0.47,857.21
S0,SV25,05.SV,0.000,0.000,0.004,0.001,1.17E-06,0.76,806.61
TEST,HV01,06.HV,0.000,0.000,0.004,0.001,1.12E-06,0.66,767.82
TEST,HV02,06.HV,0.000,0.000,0.009,0.002,6.25E-06,0.73,340.91
TEST,HV03,06.HV,0.041,0.029,0.058,0.042,5.77E-05,29.68,671.60
TEST,HV04,06.HV,0.006,0.001,0.028,0.011,5.06E-05,2.19,204.47
TEST,DD01,07.EQ.DD,0.000,0.000,0.007,0.002,3.33E-06,0.91,520.72
TEST,EQ01,07.EQ.DD,0.036,0.024,0.053,0.037,5.52E-05,23.83,620.25
TEST,EQ02,07.EQ.DD,0.000,0.000,0.004,0.001,1.09E-06,0.41,611.22
TEST,EQ03,07.EQ.DD,0.000,0.000,0.002,0.000,2.87E-07,0.77,1634.33
TEST,EQ04,07.EQ.DD,0.000,0.000,0.002,0.001,4.29E-07,0.75,1322.30
TEST,EQ05,07.EQ.DD,0.000,0.000,0.005,0.001,2.18E-06,0.63,536.08
TEST,EQ06,07.EQ.DD,0.000,0.000,0.002,0.001,4.53E-07,0.57,1121.80
TEST,EQ07,07.EQ.DD,0.000,0.000,0.002,0.001,4.50E-07,0.66,1207.38
TEST,EQ08,07.EQ.DD,0.000,0.000,0.005,0.001,1.84E-06,0.50,521.44
TEST,EQ09,07.EQ.DD,0.000,0.000,0.002,0.001,4.66E-07,0.83,1335.75
TEST,EQ10,07.EQ.DD,0.454,0.426,0.482,0.454,0.000207352,542.05,652.35
TEST,EQ11,07.EQ.DD,0.017,0.007,0.041,0.020,8.00E-05,5.11,244.49
TEST,EQ12,07.EQ.DD,0.765,0.737,0.791,0.765,0.000188356,729.94,224.81
TEST,EQ13,07.EQ.DD,0.000,0.000,0.003,0.001,6.45E-07,0.51,891.14
TEST,EQ14,07.EQ.DD,0.002,0.000,0.014,0.005,1.41E-05,1.60,334.57
TEST,EQ15,07.EQ.DD,0.000,0.000,0.006,0.001,2.71E-06,0.72,513.28
TEST,EQ16,07.EQ.DD,0.000,0.000,0.004,0.001,1.03E-06,1.35,1137.66
TEST,EQ17,07.EQ.DD,0.052,0.036,0.074,0.053,9.71E-05,27.71,491.47
TEST,EQ18,07.EQ.DD,0.741,0.715,0.766,0.741,0.000168327,844.33,295.46
TEST,EQ19,07.EQ.DD,0.007,0.003,0.020,0.009,1.96E-05,4.48,471.23
TEST,EQ20,07.EQ.DD,0.009,0.004,0.024,0.012,2.79E-05,4.68,401.90
TEST,EQ21,07.EQ.DD,0.000,0.000,0.003,0.001,7.23E-07,0.39,735.87
TEST,EQ22,07.EQ.DD,0.021,0.012,0.035,0.022,3.46E-05,13.77,609.85
TEST,EQ23,07.EQ.DD,0.009,0.003,0.029,0.013,4.59E-05,3.41,266.92
TEST,EQ24,07.EQ.DD,0.000,0.000,0.003,0.001,7.91E-07,0.51,804.84
TEST,EQ25,07.EQ.DD,0.026,0.016,0.043,0.028,4.62E-05,16.51,572.37
TEST,EQ26,07.EQ.DD,0.000,0.000,0.003,0.001,5.47E-07,0.58,1030.34
TEST,EQ27,07.EQ.DD,0.009,0.004,0.023,0.011,2.45E-05,5.02,444.49
TEST,45438,08.WN.KRR,0.446,0.419,0.474,0.446,0.000190522,578.62,717.50
TEST,61109,08.WN.KRR,0.004,0.002,0.013,0.006,8.30E-06,4.00,687.47
TEST,61111,08.WN.KRR,0.003,0.001,0.008,0.004,3.54E-06,4.10,1070.25
TEST,61126,08.WN.KRR,0.055,0.040,0.073,0.056,7.20E-05,40.73,689.79
TEST,61127,08.WN.KRR,0.002,0.000,0.014,0.005,1.41E-05,1.52,325.70
TEST,61128,08.WN.KRR,0.002,0.001,0.007,0.003,2.89E-06,3.68,1123.20
TEST,61130,08.WN.KRR,0.583,0.554,0.611,0.582,0.000210608,671.99,481.80
TEST,61131,08.WN.KRR,0.048,0.035,0.066,0.049,6.20E-05,37.26,717.92
TEST,61132,08.WN.KRR,0.242,0.219,0.268,0.243,0.000155648,286.30,893.47
TEST,61137,08.WN.KRR,0.000,0.000,0.005,0.001,2.24E-06,0.92,638.41
TEST,61138,08.WN.KRR,0.025,0.015,0.040,0.026,3.82E-05,17.38,647.44
TEST,61147,08.WN.KRR,0.154,0.134,0.176,0.154,0.000115691,174.04,953.35
TEST,61157,08.WN.KRR,0.000,0.000,0.004,0.001,1.42E-06,0.82,759.54
TEST,61161,08.WN.KRR,0.536,0.504,0.567,0.536,0.000253699,524.65,454.75
TEST,61175,08.WN.KRR,0.176,0.152,0.202,0.176,0.000167394,152.71,713.67
TEST,61184,08.WN.KRR,0.002,0.001,0.009,0.004,5.16E-06,2.68,715.97
TEST,61185,08.WN.KRR,0.058,0.043,0.077,0.059,7.58E-05,43.06,687.73
TEST,61196,08.WN.KRR,0.078,0.061,0.100,0.079,9.63E-05,59.94,696.39
TEST,61316,08.WN.KRR,0.463,0.434,0.492,0.463,0.000221575,518.60,602.38
TEST,61317,08.WN.KRR,0.053,0.038,0.073,0.054,8.28E-05,33.65,585.77
TEST,61329,08.WN.KRR,0.415,0.385,0.445,0.415,0.000229038,439.07,619.69
TEST,61338,08.WN.KRR,0.025,0.014,0.043,0.027,5.64E-05,12.48,451.25
TEST,61345,08.WN.KRR,0.029,0.014,0.057,0.032,0.000121652,8.29,247.98
TEST,61351,08.WN.KRR,0.040,0.027,0.059,0.042,6.59E-05,25.12,578.75
TEST,61374,08.WN.KRR,0.009,0.003,0.027,0.012,3.90E-05,3.72,302.87
TEST,61527,08.WN.KRR,0.174,0.152,0.198,0.174,0.000138981,180.25,854.11
TEST,61538,08.WN.KRR,0.023,0.012,0.044,0.026,6.84E-05,9.48,357.48
TEST,61701,08.WN.KRR,0.420,0.395,0.445,0.420,0.000158177,646.18,892.76
TEST,61739,08.WN.KRR,0.071,0.056,0.091,0.072,7.93E-05,61.16,784.24
TEST,61772,08.WN.KRR,0.000,0.000,0.003,0.001,5.90E-07,0.64,1042.64
TEST,61794,08.WN.KRR,0.007,0.002,0.022,0.010,2.64E-05,3.40,353.19
TEST,61851,08.WN.KRR,0.000,0.000,0.009,0.002,6.51E-06,0.56,292.30
TEST,61894,08.WN.KRR,0.749,0.724,0.772,0.748,0.000150543,935.47,314.66
TEST,61933,08.WN.KRR,0.013,0.006,0.032,0.016,4.60E-05,5.62,340.37
TEST,69162,08.WN.KRR,0.314,0.287,0.343,0.315,0.000202526,334.86,729.08
TEST,69535,08.WN.KRR,0.046,0.034,0.064,0.048,5.87E-05,36.54,732.63
TEST,69548,08.WN.KRR,0.029,0.018,0.047,0.031,5.55E-05,16.96,526.77
TEST,69701,08.WN.KRR,0.194,0.172,0.217,0.194,0.000131036,231.43,961.14
TEST,69702,08.WN.KRR,0.039,0.027,0.057,0.041,6.23E-05,25.38,599.37
TEST,MF20,08.WN.KRR,0.000,0.000,0.002,0.000,3.62E-07,0.62,1307.46
TEST,WN63,08.WN.KRR,0.178,0.157,0.200,0.178,0.000115878,224.64,1037.19
TEST,WN64,08.WN.KRR,0.000,0.000,0.010,0.002,7.77E-06,0.69,296.26
TEST,WN65,08.WN.KRR,0.029,0.017,0.050,0.032,7.26E-05,13.24,406.41
TEST,WN66,08.WN.KRR,0.841,0.814,0.864,0.840,0.000159461,707.68,135.00
TEST,WN68,08.WN.KRR,0.000,0.000,0.005,0.001,2.28E-06,0.72,561.54
TEST,WN69,08.WN.KRR,0.809,0.787,0.830,0.809,0.000117645,1062.43,251.20
TEST,WN70,08.WN.KRR,0.816,0.794,0.837,0.816,0.000120291,1018.11,229.78
TEST,WN71,08.WN.KRR,0.109,0.089,0.132,0.110,0.00011966,89.90,727.29
TEST,WN72,08.WN.KRR,0.002,0.001,0.008,0.003,3.87E-06,2.86,854.69
TEST,WN73,08.WN.KRR,0.944,0.928,0.956,0.943,5.31E-05,957.85,58.16
TEST,WN74,08.WN.KRR,0.015,0.007,0.030,0.017,3.30E-05,8.42,492.16
TEST,WN75,08.WN.KRR,0.017,0.010,0.030,0.018,2.85E-05,11.75,623.71
TEST,WN76,08.WN.KRR,0.057,0.042,0.076,0.058,7.88E-05,39.99,650.83
TEST,WN77,08.WN.KRR,0.013,0.005,0.035,0.017,5.95E-05,4.58,270.03
TEST,WN86,08.WN.KRR,0.895,0.877,0.911,0.895,7.75E-05,1088.15,128.20
TEST,WN29,09.WN.CD,0.017,0.008,0.036,0.020,5.19E-05,7.44,366.73
TEST,WN30,09.WN.CD,0.000,0.000,0.007,0.001,3.36E-06,0.52,392.76
TEST,WN31,09.WN.CD,0.000,0.000,0.005,0.001,2.24E-06,0.59,510.27
TEST,WN32,09.WN.CD,0.000,0.000,0.006,0.001,2.88E-06,0.47,403.00
TEST,WN33,09.WN.CD,0.170,0.150,0.192,0.170,0.00011459,209.94,1022.44
TEST,WN34,09.WN.CD,0.000,0.000,0.004,0.001,1.31E-06,1.03,885.09
TEST,WN35,09.WN.CD,0.849,0.828,0.869,0.849,0.000110682,983.38,175.18
TEST,WN36,09.WN.CD,0.000,0.000,0.006,0.001,2.60E-06,0.59,473.46
TEST,WN37,09.WN.CD,0.760,0.734,0.785,0.760,0.000168138,824.01,260.56
TEST,WN38,09.WN.CD,0.330,0.308,0.353,0.330,0.000130983,557.39,1130.31
TEST,WN39,09.WN.CD,0.000,0.000,0.003,0.001,8.11E-07,0.62,871.35
TEST,WN40,09.WN.CD,0.636,0.609,0.661,0.635,0.000174015,845.25,485.17
TEST,WN41,09.WN.CD,0.000,0.000,0.008,0.002,4.65E-06,1.00,461.54
TEST,WN42,09.WN.CD,0.336,0.307,0.366,0.336,0.000224673,333.22,658.70
TEST,WN43,09.WN.CD,0.002,0.000,0.007,0.003,3.09E-06,2.46,888.56
TEST,WN44,09.WN.CD,0.042,0.027,0.065,0.044,9.42E-05,19.99,429.74
TEST,WN45,09.WN.CD,0.034,0.020,0.056,0.036,8.67E-05,14.50,386.44
TEST,WN46,09.WN.CD,0.070,0.052,0.092,0.071,0.000102989,45.26,593.22
TEST,WN47,09.WN.CD,0.367,0.338,0.397,0.367,0.000231602,368.02,634.26
TEST,WN48,09.WN.CD,0.021,0.010,0.042,0.024,6.51E-05,8.27,343.37
TEST,WN49,09.WN.CD,0.939,0.921,0.952,0.938,6.59E-05,832.00,55.43
TEST,WN50,09.WN.CD,0.077,0.059,0.100,0.078,0.000110145,51.11,602.42
TEST,WN51,09.WN.CD,0.043,0.028,0.067,0.045,9.97E-05,19.67,413.93
TEST,WN52,09.WN.CD,0.475,0.446,0.506,0.476,0.00023474,504.73,556.72
TEST,WN53,09.WN.CD,0.042,0.030,0.058,0.043,5.24E-05,33.50,748.07
TEST,WN54,09.WN.CD,0.032,0.021,0.047,0.033,4.42E-05,23.80,696.99
TEST,WN55,09.WN.CD,0.002,0.000,0.008,0.003,3.76E-06,2.36,787.93
TEST,WN56,09.WN.CD,0.000,0.000,0.009,0.002,5.49E-06,0.82,384.67
TEST,WN57,09.WN.CD,0.451,0.424,0.477,0.451,0.000186805,596.75,727.50
TEST,WN58,09.WN.CD,0.000,0.000,0.006,0.001,3.30E-06,0.46,371.86
TEST,WN59,09.WN.CD,0.849,0.829,0.867,0.848,9.10E-05,1198.18,214.13
TEST,WN60,09.WN.CD,0.062,0.044,0.087,0.064,0.00012312,31.06,454.40
TEST,WN61,09.WN.CD,0.003,0.001,0.011,0.005,6.98E-06,3.31,682.76
TEST,WN62,09.WN.CD,0.550,0.518,0.582,0.550,0.000260273,522.45,427.48
TEST,WN83,09.WN.CD,0.101,0.082,0.125,0.103,0.000117522,80.15,701.72
TEST,WN85,09.WN.CD,0.047,0.031,0.070,0.049,0.000102032,21.98,430.21
TEST,CI01,10.CI,0.051,0.038,0.068,0.052,5.82E-05,43.62,799.11
