Source,IID,FID,h_posterior_mode,h_cred_int_lower,h_cred_int_upper,beta_mean,beta_var,beta_shape1,beta_shape2
TEST,AG18,20.AG,0.991,0.980,0.996,0.989,1.61E-05,639.98,6.80
TEST,AG19,20.AG,0.989,0.979,0.994,0.988,1.55E-05,766.33,9.44
TEST,AG20,20.AG,0.931,0.914,0.944,0.930,5.99E-05,1010.04,76.12
TEST,AG21,20.AG,0.999,0.994,1.000,0.998,2.38E-06,945.59,2.15
TEST,AG22,20.AG,0.942,0.925,0.955,0.941,5.91E-05,884.51,55.52
TEST,AG23,20.AG,0.923,0.905,0.938,0.922,6.97E-05,949.79,80.36
TEST,AG24,20.AG,1.000,0.995,1.000,0.999,1.97E-06,692.72,0.95
TEST,AG25,20.AG,0.987,0.976,0.993,0.985,1.95E-05,725.29,10.73
TEST,AG26,20.AG,0.912,0.891,0.929,0.911,9.34E-05,789.79,77.19
TEST,AG27,20.AG,0.993,0.986,0.997,0.992,8.45E-06,899.03,6.99
TEST,AG28,20.AG,0.919,0.901,0.934,0.918,6.97E-05,986.93,87.71
TEST,AG29,20.AG,0.937,0.919,0.950,0.936,6.26E-05,898.26,61.68
TEST,AG62,20.AG,0.999,0.990,1.000,0.997,7.55E-06,441.44,1.49
TEST,AG63,20.AG,0.998,0.987,1.000,0.996,1.12E-05,373.79,1.59
TEST,PA01,20.AG,0.991,0.980,0.996,0.989,1.64E-05,629.03,6.72
TEST,PA02,20.AG,0.994,0.982,0.998,0.992,1.57E-05,519.37,4.36
TEST,PA03,20.AG,0.994,0.985,0.998,0.993,1.05E-05,657.07,4.65
TEST,PA04,20.AG,0.994,0.984,0.998,0.992,1.16E-05,636.87,4.82
TEST,PA05,20.AG,0.927,0.909,0.941,0.926,6.60E-05,961.58,76.92
TEST,PA06,20.AG,0.999,0.994,1.000,0.998,2.50E-06,865.72,1.89
TEST,PA07,20.AG,0.975,0.963,0.983,0.974,2.77E-05,894.71,24.01
TEST,PA08,20.AG,0.988,0.979,0.994,0.987,1.40E-05,878.90,11.22
TEST,PA10,20.AG,0.948,0.933,0.960,0.947,4.70E-05,1008.11,56.30
TEST,PA11,20.AG,0.986,0.975,0.992,0.985,1.99E-05,741.86,11.49
TEST,CO01,21.CO,0.996,0.985,0.999,0.994,1.38E-05,452.75,2.90
TEST,CO02,21.CO,0.992,0.980,0.997,0.990,1.80E-05,521.45,5.05
TEST,CO03,21.CO,1.000,0.996,1.000,0.999,1.21E-06,697.52,0.59
TEST,CO04,21.CO,0.995,0.985,0.998,0.993,1.12E-05,580.55,3.85
TEST,CO05,21.CO,0.997,0.988,0.999,0.995,8.86E-06,576.72,3.00
TEST,CO06,21.CO,1.000,0.995,1.000,0.999,2.01E-06,629.95,0.80
TEST,CO07,21.CO,0.971,0.959,0.979,0.970,2.56E-05,1108.62,34.51
TEST,CO08,21.CO,1.000,0.997,1.000,0.999,5.75E-07,1334.24,1.03
TEST,CO09,21.CO,0.998,0.991,0.999,0.996,4.76E-06,741.95,2.65
TEST,CO10,21.CO,0.934,0.917,0.948,0.933,6.13E-05,950.11,68.24
TEST,CO11,21.CO,0.998,0.992,1.000,0.997,4.42E-06,693.38,2.15
TEST,CO12,21.CO,0.933,0.916,0.947,0.932,6.08E-05,965.35,69.92
TEST,CO13,21.CO,0.937,0.920,0.950,0.936,5.72E-05,982.40,67.40
TEST,CO14,21.CO,0.997,0.990,0.999,0.996,6.00E-06,701.75,3.00
TEST,CO15,21.CO,0.934,0.918,0.947,0.933,5.45E-05,1068.71,76.67
TEST,CO16,21.CO,0.994,0.984,0.998,0.992,1.33E-05,560.44,4.27
TEST,CO17,21.CO,0.941,0.925,0.954,0.940,5.43E-05,973.96,62.06
TEST,CO18,21.CO,0.993,0.984,0.997,0.992,1.05E-05,753.15,6.13
TEST,CO19,21.CO,0.969,0.957,0.978,0.968,3.13E-05,944.47,30.80
TEST,CO20,21.CO,0.983,0.971,0.990,0.982,2.33E-05,754.09,14.00
TEST,CO21,21.CO,0.999,0.995,1.000,0.998,1.63E-06,1184.97,2.31
TEST,CO22,21.CO,0.932,0.913,0.946,0.931,7.12E-05,843.14,62.86
TEST,CO23,21.CO,0.934,0.917,0.948,0.933,6.44E-05,900.72,64.34
TEST,KS04,22.KS,1.000,0.994,1.000,0.998,2.74E-06,663.89,1.22
TEST,KS05,22.KS,0.997,0.990,0.999,0.996,5.26E-06,813.44,3.53
TEST,KS06,22.KS,0.992,0.985,0.996,0.991,8.66E-06,976.73,8.49
TEST,KS07,22.KS,0.998,0.987,0.999,0.995,1.03E-05,437.84,2.01
TEST,KS08,22.KS,0.991,0.984,0.995,0.990,8.88E-06,1071.32,10.51
TEST,KS09,22.KS,0.953,0.937,0.964,0.952,4.90E-05,892.39,45.33
TEST,KS10,22.KS,0.994,0.983,0.998,0.992,1.54E-05,513.59,4.17
TEST,KS11,22.KS,0.998,0.990,0.999,0.996,6.68E-06,567.46,2.18
TEST,KS12,22.KS,0.933,0.917,0.947,0.933,5.93E-05,987.00,71.35
TEST,KS13,22.KS,0.993,0.984,0.997,0.992,1.16E-05,713.10,6.07
TEST,KS14,22.KS,0.997,0.989,0.999,0.995,7.27E-06,637.30,3.00
TEST,KS15,22.KS,0.992,0.983,0.996,0.991,1.14E-05,781.51,7.16
TEST,KS16,22.KS,0.994,0.984,0.998,0.993,1.22E-05,596.75,4.45
TEST,KS17,22.KS,0.964,0.948,0.975,0.963,4.81E-05,720.43,28.00
TEST,KS18,22.KS,1.000,0.991,1.000,0.998,5.19E-06,473.54,1.18
TEST,MO01,23.MO,0.990,0.981,0.995,0.989,1.26E-05,860.61,9.64
TEST,MO02,23.MO,0.997,0.990,0.999,0.996,6.09E-06,702.47,3.05
TEST,MO03,23.MO,0.900,0.880,0.918,0.900,9.24E-05,878.33,97.99
TEST,MO04,23.MO,0.996,0.986,0.999,0.994,1.07E-05,521.84,2.98
TEST,MO05,23.MO,0.966,0.951,0.977,0.965,4.15E-05,781.63,28.22
TEST,MO06,23.MO,0.943,0.928,0.955,0.942,4.87E-05,1057.04,65.09
TEST,MO07,23.MO,0.999,0.993,1.000,0.997,2.96E-06,841.31,2.11
TEST,MO08,23.MO,0.944,0.929,0.956,0.943,5.02E-05,1004.58,60.43
TEST,MO09,23.MO,0.924,0.906,0.938,0.923,7.00E-05,939.09,78.70
TEST,WR01,24.WR,0.997,0.986,0.999,0.995,1.21E-05,417.44,2.15
TEST,WR02,24.WR,0.980,0.964,0.989,0.978,3.97E-05,531.09,12.00
TEST,WR03,24.WR,0.931,0.912,0.947,0.930,8.06E-05,748.65,56.18
TEST,WR04,24.WR,0.988,0.978,0.993,0.987,1.51E-05,841.71,11.10
TEST,WR05,24.WR,0.997,0.991,0.999,0.996,5.23E-06,735.04,2.87
TEST,WR06,24.WR,0.995,0.988,0.998,0.994,6.24E-06,950.55,5.75
TEST,WR07,24.WR,0.995,0.985,0.998,0.993,1.20E-05,549.29,3.69
TEST,WR08,24.WR,0.997,0.989,0.999,0.995,7.16E-06,667.77,3.24
TEST,WR09,24.WR,0.998,0.994,1.000,0.998,2.29E-06,1071.95,2.65
TEST,WR10,24.WR,1.000,0.997,1.000,0.999,7.84E-07,833.02,0.55
TEST,WR11,24.WR,0.997,0.991,0.999,0.996,4.31E-06,856.89,3.20
TEST,WR12,24.WR,1.000,0.997,1.000,0.999,8.78E-07,1008.57,0.90
TEST,WR13,24.WR,0.971,0.958,0.980,0.970,3.19E-05,875.02,26.79
TEST,WR14,24.WR,0.998,0.991,1.000,0.997,5.13E-06,609.22,1.93
TEST,WR15,24.WR,0.992,0.981,0.996,0.990,1.63E-05,601.46,6.09
TEST,WR17,24.WR,0.999,0.995,1.000,0.998,1.72E-06,1156.51,2.31
TEST,WR18,24.WR,0.992,0.983,0.996,0.991,1.07E-05,863.99,8.24
TEST,WR19,24.WR,0.997,0.989,0.999,0.996,7.97E-06,546.21,2.41
TEST,WR20,24.WR,1.000,0.995,1.000,0.999,2.21E-06,489.94,0.53
TEST,WR21,24.WR,0.999,0.995,1.000,0.998,1.51E-06,1160.69,2.05
TEST,ST01,25.ST,1.000,0.997,1.000,0.999,8.76E-07,944.24,0.78
TEST,ST02,25.ST,0.997,0.990,0.999,0.996,5.59E-06,787.35,3.52
TEST,ST03,25.ST,1.000,0.996,1.000,0.999,1.01E-06,830.57,0.70
TEST,ST04,25.ST,0.999,0.994,1.000,0.998,2.73E-06,834.34,1.92
TEST,ST05,25.ST,0.999,0.992,1.000,0.998,3.92E-06,622.47,1.53
TEST,ST06,25.ST,0.999,0.994,1.000,0.998,2.17E-06,892.05,1.74
TEST,ST07,25.ST,1.000,0.995,1.000,0.999,1.61E-06,737.24,0.88
TEST,ST08,25.ST,1.000,0.992,1.000,0.999,4.64E-06,280.83,0.37
TEST,ST09,25.ST,0.999,0.994,1.000,0.998,2.41E-06,964.00,2.26
TEST,ST10,25.ST,1.000,0.997,1.000,0.999,8.63E-07,1060.10,0.97
TEST,ST11,25.ST,0.937,0.921,0.950,0.936,5.55E-05,1008.34,68.88
TEST,ST12,25.ST,0.936,0.921,0.948,0.935,4.56E-05,1244.09,86.40
TEST,ST13,25.ST,0.997,0.990,0.999,0.996,5.37E-06,727.96,2.88
TEST,ST14,25.ST,0.955,0.939,0.967,0.954,5.36E-05,777.60,37.37
TEST,ST15,25.ST,0.998,0.994,1.000,0.997,2.44E-06,1023.70,2.58
TEST,ST16,25.ST,1.000,0.996,1.000,0.999,1.05E-06,806.04,0.68
TEST,ST17,25.ST,0.997,0.990,0.999,0.996,4.98E-06,844.08,3.60
TEST,ST18,25.ST,0.997,0.990,0.999,0.996,5.32E-06,772.59,3.22
TEST,ST19,25.ST,0.999,0.994,1.000,0.998,2.29E-06,913.09,1.93
TEST,ST20,25.ST,0.997,0.990,0.999,0.995,5.66E-06,789.43,3.58
TEST,ST21,25.ST,0.995,0.988,0.998,0.994,7.36E-06,810.26,4.92
TEST,ST22,25.ST,1.000,0.997,1.000,0.999,5.47E-07,1032.04,0.58
TEST,ST23,25.ST,1.000,0.996,1.000,0.999,1.03E-06,681.92,0.48
TEST,ST24,25.ST,1.000,0.993,1.000,0.998,3.79E-06,399.36,0.61
TEST,ST25,25.ST,0.999,0.987,1.000,0.996,1.23E-05,343.52,1.47
TEST,ST36,25.ST,0.999,0.994,1.000,0.998,2.80E-06,705.04,1.40
TEST,TP01,26.TP,0.996,0.987,0.999,0.994,8.36E-06,660.51,3.71
TEST,TP02,26.TP,1.000,0.996,1.000,0.999,1.40E-06,719.05,0.73
TEST,TP03,26.TP,0.999,0.995,1.000,0.998,1.57E-06,1162.97,2.13
TEST,TP04,26.TP,0.999,0.994,1.000,0.998,2.60E-06,937.41,2.31
TEST,TP05,26.TP,0.999,0.993,1.000,0.997,3.26E-06,790.30,2.05
TEST,TP06,26.TP,1.000,0.997,1.000,0.999,6.14E-07,1249.47,0.96
TEST,TP07,26.TP,0.997,0.988,0.999,0.995,8.51E-06,587.03,2.98
TEST,TP08,26.TP,0.999,0.996,1.000,0.999,1.18E-06,1251.17,1.86
TEST,TP09,26.TP,0.996,0.988,0.999,0.995,7.45E-06,690.74,3.62
TEST,TP10,26.TP,0.995,0.988,0.998,0.994,7.00E-06,855.30,5.22
TEST,TP11,26.TP,1.000,0.995,1.000,0.999,1.67E-06,468.02,0.37
TEST,TP12,26.TP,1.000,0.994,1.000,0.998,2.77E-06,594.06,0.98
TEST,TP13,26.TP,0.999,0.995,1.000,0.998,1.45E-06,1132.11,1.87
TEST,TP14,26.TP,1.000,0.995,1.000,0.999,1.63E-06,792.37,1.03
TEST,TP15,26.TP,0.990,0.979,0.996,0.989,1.94E-05,573.43,6.60
TEST,TP16,26.TP,1.000,0.993,1.000,0.998,3.02E-06,650.19,1.29
TEST,TP17,26.TP,0.999,0.994,1.000,0.998,2.19E-06,894.74,1.76
TEST,TP18,26.TP,1.000,0.995,1.000,0.999,2.01E-06,724.79,1.06
TEST,TP19,26.TP,0.997,0.992,0.999,0.996,3.49E-06,1050.58,3.89
TEST,TP20,26.TP,0.997,0.989,0.999,0.996,6.76E-06,634.31,2.76
TEST,TP21,26.TP,1.000,0.993,1.000,0.999,3.47E-06,393.24,0.54
TEST,TP22,26.TP,0.941,0.924,0.953,0.940,5.57E-05,956.43,61.43
TEST,TP23,26.TP,0.997,0.992,0.999,0.996,3.42E-06,1054.90,3.86
TEST,TP24,26.TP,0.999,0.991,1.000,0.997,4.91E-06,569.69,1.61
TEST,TP25,26.TP,0.997,0.990,0.999,0.996,5.47E-06,804.42,3.59
TEST,KP01,27.KP,0.994,0.986,0.998,0.993,9.86E-06,713.91,5.14
TEST,KP03,27.KP,1.000,0.996,1.000,0.999,1.30E-06,688.59,0.62
TEST,KP04,27.KP,0.996,0.989,0.999,0.995,6.47E-06,754.96,3.75
S1,MY01,28.MY,1.000,0.997,1.000,0.999,7.76E-07,857.13,0.57
S1,MY02,28.MY,1.000,0.997,1.000,0.999,5.99E-07,1138.51,0.78
S1,MY03,28.MY,1.000,0.997,1.000,0.999,5.26E-07,1153.24,0.70
S1,MY04,28.MY,1.000,0.997,1.000,0.999,5.78E-07,1157.64,0.78
S1,MY05,28.MY,1.000,0.997,1.000,0.999,8.69E-07,810.63,0.57
S1,MY06,28.MY,1.000,0.998,1.000,1.000,4.93E-07,969.66,0.47
S1,MY07,28.MY,1.000,0.997,1.000,0.999,5.29E-07,1078.02,0.62
S1,MY08,28.MY,1.000,0.997,1.000,0.999,7.01E-07,860.83,0.52
S1,MY09,28.MY,1.000,0.998,1.000,0.999,4.74E-07,1226.81,0.72
S1,MY10,28.MY,1.000,0.996,1.000,0.999,9.97E-07,799.98,0.64
S1,MY11,28.MY,1.000,0.997,1.000,0.999,5.36E-07,1010.44,0.55
S1,MY12,28.MY,1.000,0.997,1.000,0.999,6.12E-07,942.24,0.55
S1,MY13,28.MY,1.000,0.997,1.000,0.999,5.35E-07,1131.95,0.69
S1,MY14,28.MY,1.000,0.998,1.000,1.000,2.99E-07,1428.83,0.61
S1,MY15,28.MY,1.000,0.997,1.000,0.999,7.73E-07,887.38,0.61
S1,PR01,29.PR,0.992,0.980,0.997,0.990,1.84E-05,509.26,4.93
S1,PR02,29.PR,1.000,0.998,1.000,1.000,2.53E-07,1179.11,0.35
S1,PR03,29.PR,1.000,0.995,1.000,0.999,1.89E-06,596.89,0.68
S1,73780,30.OC,1.000,0.997,1.000,0.999,7.74E-07,853.73,0.57
S1,73782,30.OC,1.000,0.994,1.000,0.998,3.04E-06,563.82,0.97
S1,73783,30.OC,1.000,0.997,1.000,0.999,5.82E-07,1136.19,0.75
S1,73787,30.OC,0.949,0.934,0.961,0.948,4.72E-05,982.91,53.45
S1,73788,30.OC,1.000,0.998,1.000,1.000,2.70E-07,1547.77,0.65
S1,73790,30.OC,1.000,0.997,1.000,0.999,5.03E-07,1239.00,0.78
S1,73791,30.OC,0.987,0.975,0.993,0.985,2.06E-05,698.44,10.54
S1,73792,30.OC,0.939,0.923,0.951,0.938,5.36E-05,1017.63,67.38
S1,73900,30.OC,1.000,0.997,1.000,0.999,5.01E-07,1409.02,1.00
S1,73903,30.OC,1.000,0.997,1.000,0.999,5.59E-07,1011.72,0.57
S1,73907,30.OC,1.000,0.998,1.000,1.000,4.50E-07,1105.35,0.55
S1,73908,30.OC,0.997,0.986,0.999,0.995,1.17E-05,427.41,2.17
S1,73917,30.OC,1.000,0.993,1.000,0.998,4.13E-06,381.75,0.61
S1,73920,30.OC,1.000,0.997,1.000,0.999,6.57E-07,797.75,0.42
S1,73933,30.OC,1.000,0.998,1.000,1.000,4.98E-07,963.07,0.46
S1,73936,30.OC,0.998,0.990,1.000,0.996,6.09E-06,576.94,2.05
S1,73937,30.OC,1.000,0.994,1.000,0.999,2.41E-06,520.65,0.66
S1,73938,30.OC,1.000,0.993,1.000,0.998,3.36E-06,446.35,0.68
S1,73940,30.OC,1.000,0.991,1.000,0.998,6.26E-06,389.79,0.96
S1,73942,30.OC,1.000,0.998,1.000,1.000,3.05E-07,1370.32,0.57
S1,73945,30.OC,0.990,0.979,0.995,0.989,1.86E-05,602.43,6.98
S1,73946,30.OC,0.998,0.988,1.000,0.996,9.99E-06,402.56,1.64
S1,73948,30.OC,1.000,0.997,1.000,0.999,7.27E-07,1070.00,0.84
S1,73953,30.OC,1.000,0.996,1.000,0.999,1.34E-06,809.53,0.88
S1,73955,30.OC,1.000,0.997,1.000,0.999,7.39E-07,754.62,0.42
S1,73958,30.OC,1.000,0.997,1.000,0.999,5.58E-07,1081.55,0.65
S1,73959,30.OC,0.987,0.975,0.993,0.985,1.99E-05,715.20,10.66
S1,73960,30.OC,1.000,0.993,1.000,0.998,3.78E-06,427.70,0.70
S1,73966,30.OC,0.998,0.987,1.000,0.996,1.12E-05,378.11,1.63
S1,73972,30.OC,0.998,0.988,0.999,0.996,9.99E-06,438.67,1.95
S1,OC01,30.OC,1.000,0.997,1.000,0.999,5.77E-07,1134.99,0.75
S1,OC02,30.OC,1.000,0.998,1.000,1.000,4.97E-07,708.48,0.25
S1,OC03,30.OC,1.000,0.995,1.000,0.999,1.81E-06,719.82,0.94
S1,OC04,30.OC,1.000,0.997,1.000,0.999,8.30E-07,1066.00,0.95
S1,OC05,30.OC,1.000,0.997,1.000,0.999,8.54E-07,783.20,0.53
S1,OC07,30.OC,1.000,0.997,1.000,0.999,7.73E-07,1135.96,1.00
S1,OC09,30.OC,1.000,0.998,1.000,0.999,3.48E-07,1678.01,0.98
S1,OC10,30.OC,1.000,0.996,1.000,0.999,1.59E-06,474.07,0.36
S1,OC11,30.OC,1.000,0.997,1.000,0.999,5.18E-07,1252.57,0.81
S1,OC12,30.OC,1.000,0.996,1.000,0.999,1.43E-06,826.08,0.98
S1,OC13,30.OC,1.000,0.997,1.000,0.999,6.87E-07,1044.33,0.75
S1,OC14,30.OC,1.000,0.997,1.000,0.999,5.86E-07,1043.05,0.64
S1,LS01,31.LS,1.000,0.994,1.000,0.999,2.99E-06,408.12,0.50
S1,LS02,31.LS,1.000,0.997,1.000,0.999,6.40E-07,1204.34,0.93
S1,LS03,31.LS,1.000,0.997,1.000,0.999,4.85E-07,1204.71,0.71
S1,MA01,32.MA,1.000,0.996,1.000,0.999,1.08E-06,915.42,0.91
S1,MA04,32.MA,1.000,0.997,1.000,0.999,7.22E-07,1051.06,0.80
S1,MA05,32.MA,1.000,0.997,1.000,0.999,6.20E-07,889.71,0.49
S1,MA06,32.MA,1.000,0.995,1.000,0.999,2.31E-06,531.71,0.66
S1,MA07,32.MA,1.000,0.996,1.000,0.999,1.25E-06,795.44,0.80
S1,MA08,32.MA,1.000,0.998,1.000,0.999,3.69E-07,1525.72,0.86
S1,MA09,32.MA,1.000,0.997,1.000,0.999,6.81E-07,956.84,0.63
S1,MA10,32.MA,1.000,0.997,1.000,0.999,5.39E-07,1011.29,0.55
S1,MA11,32.MA,1.000,0.996,1.000,0.999,9.48E-07,939.66,0.84
S1,MA12,32.MA,1.000,0.997,1.000,1.000,6.74E-07,670.16,0.30
S1,MA13,32.MA,1.000,0.997,1.000,0.999,5.29E-07,1153.22,0.71
S1,MA14,32.MA,1.000,0.998,1.000,1.000,2.77E-07,1704.30,0.81
S1,MA15,32.MA,1.000,0.997,1.000,0.999,4.76E-07,1349.91,0.87
S1,CH01,33.CH,1.000,0.994,1.000,0.998,2.60E-06,644.44,1.09
S1,CH02,33.CH,1.000,0.997,1.000,0.999,5.85E-07,1125.35,0.74
S1,CH03,33.CH,0.999,0.987,1.000,0.996,1.14E-05,355.96,1.46
S1,CH04,33.CH,1.000,0.995,1.000,0.999,1.79E-06,569.70,0.58
S1,CH05,33.CH,1.000,0.996,1.000,0.999,9.47E-07,957.69,0.87
S1,CH06,33.CH,1.000,0.997,1.000,0.999,6.15E-07,1108.96,0.76
S1,CH07,33.CH,0.988,0.974,0.994,0.986,2.68E-05,508.90,7.27
S1,CH08,33.CH,1.000,0.998,1.000,0.999,4.82E-07,1075.99,0.56
S1,CH09,33.CH,1.000,0.994,1.000,0.998,3.00E-06,499.56,0.75
S1,CH10,33.CH,1.000,0.993,1.000,0.999,3.83E-06,305.56,0.36
S1,CH11,33.CH,1.000,0.992,1.000,0.998,4.29E-06,526.71,1.20
S1,CH12,33.CH,1.000,0.998,1.000,1.000,5.04E-07,749.41,0.28
S1,CH13,33.CH,1.000,0.997,1.000,1.000,5.22E-07,897.20,0.42
S1,CH14,33.CH,1.000,0.993,1.000,0.998,3.36E-06,490.29,0.81
S1,CH15,33.CH,0.992,0.979,0.997,0.990,2.09E-05,466.51,4.71
S1,CH16,33.CH,1.000,0.996,1.000,0.999,1.33E-06,569.89,0.43
S1,CH17,33.CH,0.964,0.950,0.974,0.963,3.53E-05,974.07,37.52
S1,CH18,33.CH,0.995,0.983,0.998,0.993,1.60E-05,442.77,3.22
S1,CH19,33.CH,0.997,0.986,0.999,0.995,1.31E-05,402.61,2.17
S1,CH20,33.CH,0.987,0.976,0.993,0.986,2.04E-05,677.72,9.79
S1,LH01,34.LH,0.998,0.985,1.000,0.995,1.54E-05,313.77,1.55
S1,LH02,34.LH,1.000,0.998,1.000,1.000,2.78E-07,1727.30,0.83
S1,LH03,34.LH,0.999,0.989,1.000,0.996,8.85E-06,421.39,1.59
S1,LH04,34.LH,0.997,0.984,0.999,0.994,1.70E-05,334.18,1.94
S1,LH05,34.LH,1.000,0.996,1.000,0.999,1.05E-06,827.08,0.72
S1,LH06,34.LH,0.976,0.963,0.985,0.975,3.37E-05,699.38,17.82
S1,LH07,34.LH,1.000,0.994,1.000,0.999,3.15E-06,444.15,0.63
S1,LH08,34.LH,1.000,0.992,1.000,0.998,4.44E-06,412.27,0.76
S1,LH09,34.LH,1.000,0.997,1.000,0.999,8.85E-07,951.22,0.80
S1,LH10,34.LH,1.000,0.997,1.000,0.999,8.79E-07,857.99,0.65
S1,LH11,34.LH,1.000,0.997,1.000,0.999,6.67E-07,1099.80,0.81
S1,LH12,34.LH,1.000,0.994,1.000,0.999,2.76E-06,446.73,0.55
S1,LH13,34.LH,1.000,0.992,1.000,0.998,4.25E-06,443.25,0.84
S1,LH15,34.LH,1.000,0.996,1.000,0.999,1.04E-06,831.01,0.72